,Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
696,McClatchy/Marist,2016-08-01,2016-08-03,2016-08-04T22:00:28Z,,Registered Voters - independent,Live Phone,26.0,31.0,11.0,13.0,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-25067,https://www.scribd.com/document/320225575/McClatchy-Marist-Poll-National-Nature-of-the-Sample-and-Tables-August-2016,Nonpartisan,None,"If November's presidential election were held today, whom would you support if the candidates are:",2
697,NBC/WSJ,2016-07-31,2016-08-03,2016-08-04T22:03:25Z,800.0,Registered Voters,Live Phone,38.0,47.0,11.0,4.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-25068,https://www.scribd.com/document/320223703/16579-NBCWSJ-August-Poll-8-4-Release,Nonpartisan,None,"If the next election for president were held today, with (ROTATE) … Donald Trump and Mike Pence as the Republican candidates, and Hillary Clinton and Tim Kaine as the Democratic candidates, for whom would you vote?",1
698,NBC/WSJ,2016-07-31,2016-08-03,2016-08-04T22:03:25Z,800.0,Registered Voters,Live Phone,34.0,43.0,8.0,5.0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-25068,https://www.scribd.com/document/320223703/16579-NBCWSJ-August-Poll-8-4-Release,Nonpartisan,None,"And, if the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?",2
699,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,1072.0,Likely Voters,Internet,39.0,43.0,9.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
700,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,,Likely Voters - Democrat,Internet,9.0,81.0,5.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
701,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,,Likely Voters - Republican,Internet,76.0,7.0,7.0,9.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
702,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,,Likely Voters - independent,Internet,27.0,27.0,32.0,13.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
703,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,1072.0,Likely Voters,Internet,38.0,42.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
704,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,,Likely Voters - Democrat,Internet,10.0,78.0,4.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
705,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,,Likely Voters - Republican,Internet,73.0,7.0,5.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
706,Ipsos/Reuters,2016-07-30,2016-08-03,2016-08-04T17:44:53Z,,Likely Voters - independent,Internet,30.0,25.0,12.0,6.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25063,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7333,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
707,Rasmussen,2016-08-01,2016-08-02,2016-08-04T13:24:40Z,1000.0,Likely Voters,IVR/Online,40.0,44.0,6.0,4.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-25057,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?",1
708,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,1022.0,Registered Voters,Live Phone,39.0,49.0,5.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,1
709,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,,Registered Voters - Democrat,Live Phone,5.0,87.0,3.0,5.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,1
710,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,,Registered Voters - Republican,Live Phone,78.0,12.0,4.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,1
711,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,,Registered Voters - independent,Live Phone,41.0,33.0,12.0,13.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,1
712,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,1022.0,Registered Voters,Live Phone,35.0,44.0,1.0,8.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,2
713,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,,Registered Voters - Democrat,Live Phone,4.0,81.0,1.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,2
714,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,,Registered Voters - Republican,Live Phone,73.0,9.0,1.0,6.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,2
715,FOX,2016-07-31,2016-08-02,2016-08-03T22:28:18Z,,Registered Voters - independent,Live Phone,35.0,29.0,3.0,10.0,http://elections.huffingtonpost.com/pollster/polls/fox-25054,http://www.foxnews.com/politics/2016/08/04/fox-news-poll-clinton-and-trump-disliked-by-voters.html,Nonpartisan,None,,2
716,YouGov/Economist,2016-07-30,2016-08-01,2016-08-02T11:18:17Z,1069.0,Registered Voters,Internet,36.0,41.0,6.0,9.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25040,https://today.yougov.com/news/2016/08/01/yougoveconomist-poll-july-30-august-1-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
717,YouGov/Economist,2016-07-30,2016-08-01,2016-08-02T11:18:17Z,397.0,Registered Voters - Democrat,Internet,5.0,81.0,5.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25040,https://today.yougov.com/news/2016/08/01/yougoveconomist-poll-july-30-august-1-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
718,YouGov/Economist,2016-07-30,2016-08-01,2016-08-02T11:18:17Z,300.0,Registered Voters - Republican,Internet,78.0,4.0,1.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25040,https://today.yougov.com/news/2016/08/01/yougoveconomist-poll-july-30-august-1-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
719,YouGov/Economist,2016-07-30,2016-08-01,2016-08-02T11:18:17Z,372.0,Registered Voters - independent,Internet,34.0,31.0,10.0,14.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-25040,https://today.yougov.com/news/2016/08/01/yougoveconomist-poll-july-30-august-1-2016/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
720,Penn Schoen Berland,2016-07-29,2016-08-01,2016-08-03T16:59:15Z,1000.0,Likely Voters,Internet,40.0,45.0,,10.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25048,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
721,Penn Schoen Berland,2016-07-29,2016-08-01,2016-08-03T16:59:15Z,,Likely Voters - Democrat,Internet,5.0,85.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25048,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
722,Penn Schoen Berland,2016-07-29,2016-08-01,2016-08-03T16:59:15Z,,Likely Voters - Republican,Internet,79.0,7.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25048,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
723,Penn Schoen Berland,2016-07-29,2016-08-01,2016-08-03T16:59:15Z,,Likely Voters - independent,Internet,36.0,26.0,,19.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25048,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
724,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,894.0,Registered Voters,Live Phone,43.0,52.0,5.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
725,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,,Registered Voters - Democrat,Live Phone,3.0,96.0,1.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
726,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,,Registered Voters - Republican,Live Phone,89.0,8.0,3.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
727,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,,Registered Voters - independent,Live Phone,41.0,50.0,9.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
728,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,894.0,Registered Voters,Live Phone,37.0,45.0,6.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
729,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,,Registered Voters - Democrat,Live Phone,2.0,90.0,1.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
730,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,,Registered Voters - Republican,Live Phone,78.0,7.0,3.0,6.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
731,CNN,2016-07-29,2016-07-31,2016-08-01T21:18:36Z,,Registered Voters - independent,Live Phone,33.0,35.0,9.0,8.0,http://elections.huffingtonpost.com/pollster/polls/cnn-25037,http://www.cnn.com/2016/08/01/politics/trump-vs-clinton-presidential-polls-election-2016/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
732,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,1131.0,Registered Voters,Live Phone,41.0,47.0,3.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
733,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,376.0,Registered Voters - Democrat,Live Phone,10.0,86.0,1.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
734,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,315.0,Registered Voters - Republican,Live Phone,81.0,13.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
735,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,440.0,Registered Voters - independent,Live Phone,39.0,38.0,5.0,17.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
736,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,1131.0,Registered Voters,Live Phone,38.0,43.0,2.0,6.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
737,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,376.0,Registered Voters - Democrat,Live Phone,10.0,82.0,1.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
738,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,315.0,Registered Voters - Republican,Live Phone,78.0,9.0,2.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
739,CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,440.0,Registered Voters - independent,Live Phone,35.0,34.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
740,UPI/CVOTER,2016-07-25,2016-07-31,2016-08-04T14:59:39Z,989.0,Likely Voters,Internet,46.0,49.0,5.0,,http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25060,https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed,Nonpartisan,None,,1
741,NBC/SurveyMonkey,2016-07-25,2016-07-31,2016-08-02T11:09:07Z,12742.0,Registered Voters,Internet,42.0,50.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25039,http://www.nbcnews.com/politics/2016-election/poll-clinton-support-spikes-following-democratic-convention-n621071,Nonpartisan,None,"If the 2016 presidential election were being held today among the following candidates, for whom would you vote?",1
742,NBC/SurveyMonkey,2016-07-25,2016-07-31,2016-08-02T11:09:07Z,12742.0,Registered Voters,Internet,38.0,43.0,4.0,5.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25039,http://www.nbcnews.com/politics/2016-election/poll-clinton-support-spikes-following-democratic-convention-n621071,Nonpartisan,None,If the 2016 presidential election were being held today among the following candidates for whom would you vote?,2
743,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,1931.0,Registered Voters,Internet,40.0,43.0,,17.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
744,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,699.0,Registered Voters - Democrat,Internet,11.0,82.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
745,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,579.0,Registered Voters - Republican,Internet,78.0,9.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
746,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,653.0,Registered Voters - independent,Internet,38.0,32.0,,30.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
747,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,1931.0,Registered Voters,Internet,36.0,41.0,,12.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
748,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,699.0,Registered Voters - Democrat,Internet,9.0,80.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
749,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,579.0,Registered Voters - Republican,Internet,74.0,9.0,,21.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
750,Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,653.0,Registered Voters - independent,Internet,32.0,27.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
751,PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,1276.0,Likely Voters,IVR/Online,41.0,46.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
752,PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - Democrat,IVR/Online,9.0,83.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
753,PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - Republican,IVR/Online,79.0,8.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
754,PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - independent,IVR/Online,42.0,35.0,2.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
755,RABA Research,2016-07-29,2016-07-29,2016-07-30T15:39:56Z,956.0,Likely Voters,Internet,31.0,46.0,2.0,15.0,http://elections.huffingtonpost.com/pollster/polls/raba-research-25020,http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016-2.pdf,Nonpartisan,None,"If the election for Present were held today, for whom would you vote?",1
756,Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,1050.0,Likely Voters,Internet,35.0,40.0,8.0,17.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
757,Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,,Likely Voters - Democrat,Internet,9.0,79.0,4.0,8.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
758,Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,,Likely Voters - Republican,Internet,71.0,6.0,9.0,14.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
759,Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,,Likely Voters - independent,Internet,23.0,27.0,27.0,24.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
760,Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,1433.0,Likely Voters,Internet,37.0,37.0,6.0,15.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
